,Brand_Name_n,Year,Kilometers_Driven,Fuel_Type_n,Transmission_n,Owner_Type_n,Mileage,Engine,Power,Seats,Price
1026,4,2014,36657,4,1,0,16.2,995.0,62.1,5.0,3.3
1027,26,2011,77000,1,1,2,11.57,2179.0,138.1,7.0,3.5
1028,18,2014,85000,1,0,0,11.3,2987.0,254.8,7.0,38.75
1029,2,2008,112500,1,0,0,11.5,2993.0,235.0,5.0,7.99
1030,27,2013,105072,1,1,0,14.24,2755.0,174.5,7.0,13.28
1031,2,2012,80000,4,0,0,11.25,1995.0,150.0,5.0,9.5
1032,23,2019,3102,1,1,0,20.37,1461.0,108.45,5.0,14.01
1033,10,2016,14656,1,1,0,24.4,1120.0,71.0,5.0,6.99
1034,2,2010,105000,1,0,2,13.2,1995.0,170.0,5.0,11.0
1035,2,2008,61000,4,0,2,10.8,2497.0,215.0,5.0,11.0
1036,21,2010,85046,4,1,2,18.06,1198.0,75.0,5.0,2.3
1037,12,2014,48000,1,0,0,16.36,2179.0,187.7,5.0,26.5
1038,15,2011,55000,1,0,0,10.2,4367.0,308.0,7.0,67.0
1039,13,2017,4000,4,0,0,16.0,1368.0,160.0,5.0,17.75
1040,9,2010,94000,4,0,2,10.1,2354.0,152.0,5.0,4.8
1041,17,2013,61110,4,1,0,18.6,1197.0,85.8,5.0,4.57
1042,10,2016,80000,1,1,0,24.4,1120.0,71.0,5.0,3.5
1043,21,2015,43190,1,1,0,19.01,1461.0,108.5,5.0,7.61
1044,1,2015,45000,1,0,0,18.25,1968.0,187.74,5.0,25.0
1045,10,2016,44178,4,1,0,18.9,1197.0,82.0,5.0,5.88
1046,27,2015,84415,1,1,0,12.99,2494.0,100.6,8.0,13.5
1047,10,2015,35000,4,1,0,18.5,1197.0,80.0,5.0,4.6
1048,8,2013,44000,1,1,0,22.77,1498.0,98.59,5.0,4.9
1049,9,2012,67635,4,1,0,17.0,1497.0,118.0,5.0,5.25
1050,8,2018,18385,4,0,0,14.8,1497.0,121.36,5.0,12.41
1051,28,2014,35000,1,1,0,22.07,1199.0,73.9,5.0,3.8
1052,18,2010,49000,1,0,0,19.27,2143.0,170.0,5.0,8.95
1053,8,2013,69000,1,1,0,22.7,1498.0,89.84,5.0,7.2
1054,26,2017,23228,4,1,0,14.4,1396.0,65.0,5.0,4.5
1055,17,2014,68462,1,1,0,26.59,1248.0,74.0,5.0,4.15
1056,17,2016,74611,1,1,0,25.1,1248.0,88.5,5.0,7.94
1057,23,2014,90000,1,1,0,19.01,1461.0,108.45,5.0,7.25
1058,17,2016,22000,4,1,0,18.9,998.0,67.1,5.0,3.7
1059,10,2010,58163,4,1,0,17.0,1086.0,62.0,5.0,2.45
1060,4,2011,109500,1,1,3,25.44,936.0,57.6,5.0,1.5
1061,16,2017,13363,1,1,0,16.0,1997.0,140.0,7.0,12.0
1062,10,2012,51000,4,1,2,19.81,1086.0,68.05,5.0,2.2
1063,26,2007,103000,1,1,0,13.93,2179.0,138.0,7.0,3.6
1064,10,2009,43002,4,1,0,20.36,1197.0,78.9,5.0,1.92
1065,27,2016,108000,1,0,0,11.36,2755.0,171.5,7.0,20.5
1066,24,2010,82407,1,1,0,17.5,1896.0,106.0,5.0,4.25
1067,10,2013,29000,4,1,0,18.9,1197.0,82.0,5.0,3.2
1068,27,2012,225000,1,1,2,23.59,1364.0,17.0,5.0,2.6
1069,17,2014,45000,1,1,0,23.4,1248.0,74.0,5.0,3.85
1070,10,2010,93401,1,1,0,23.0,1396.0,90.0,5.0,3.48
1071,8,2017,95802,1,1,2,25.83,1498.0,99.0,5.0,4.55
1072,17,2016,130000,1,1,0,25.47,1248.0,88.5,7.0,7.0
1073,17,2013,67443,1,1,0,20.77,1248.0,88.8,7.0,5.75
1074,9,2016,47681,4,0,0,16.8,1497.0,116.3,5.0,8.73
1075,17,2009,35000,4,1,0,19.7,796.0,46.3,5.0,1.7
1076,8,2016,68000,1,0,0,10.91,3198.0,197.0,7.0,29.5
1077,17,2019,34688,1,1,0,24.3,1248.0,88.5,5.0,10.49
1078,22,2015,10512,4,0,0,8.6,2706.0,265.0,2.0,64.0
1079,17,2016,58000,1,1,0,22.9,1248.0,74.0,5.0,7.55
1080,26,2014,40000,4,1,0,17.57,1193.0,88.7,5.0,3.95
1081,10,2010,61000,4,1,1,17.0,1197.0,80.0,5.0,3.25
1082,24,2009,86000,1,1,0,19.4,1422.0,70.0,5.0,2.75
1083,27,2015,45000,1,1,0,21.43,1364.0,87.2,5.0,7.35
1084,28,2017,55000,4,1,0,17.0,1198.0,73.75,5.0,4.7
1085,10,2016,36855,4,1,2,15.29,1591.0,121.3,5.0,8.77
1086,10,2013,46821,4,1,0,20.36,1197.0,78.9,5.0,3.42
1087,4,2015,120000,4,1,0,18.6,1199.0,76.8,5.0,2.5
1088,12,2012,29000,1,0,0,14.74,2993.0,270.9,5.0,20.0
1089,21,2014,40000,4,1,0,13.24,1598.0,102.5,5.0,5.25
1090,1,2013,60000,1,0,2,15.73,1968.0,174.33,5.0,14.5
1091,10,2011,64984,4,0,0,16.95,1197.0,78.9,5.0,3.45
1092,17,2015,73204,4,0,0,24.07,998.0,67.1,5.0,3.3
1093,1,2014,50000,1,0,0,11.33,4134.0,335.2,7.0,51.0
1094,17,2017,35000,1,1,0,24.3,1248.0,88.5,5.0,6.5
1095,10,2013,17729,4,1,0,21.1,814.0,55.2,5.0,3.65
1096,16,2012,97000,1,1,0,20.0,1497.0,115.0,5.0,7.25
1097,10,2014,89614,1,1,0,22.0,1582.0,126.2,5.0,6.01
1098,17,2015,14000,4,1,0,18.9,998.0,67.1,5.0,2.8
1099,10,2012,50000,4,1,0,17.0,1197.0,80.0,5.0,4.0
1100,9,2014,62505,4,1,0,17.4,1497.0,117.3,5.0,5.95
1101,27,2011,248000,1,1,2,12.8,2494.0,102.0,7.0,9.2
1102,10,2012,94900,1,1,0,16.8,1493.0,110.0,5.0,5.35
1103,26,2017,55000,1,1,0,17.6,2179.0,153.86,7.0,12.0
1104,1,2015,53735,1,0,2,12.07,2967.0,241.4,7.0,38.94
1105,17,2008,53934,4,1,2,18.9,998.0,67.1,5.0,2.69
1106,2,2013,58500,1,0,2,17.09,1995.0,218.0,5.0,27.5
1107,9,2014,48000,4,1,0,18.0,1198.0,86.7,5.0,2.75
1108,17,2016,24000,4,1,0,24.7,796.0,47.3,5.0,2.8
1109,10,2016,52001,4,1,0,17.01,1591.0,121.3,5.0,6.45
1110,26,2018,9565,4,1,0,23.84,1199.0,84.0,5.0,5.88
1111,17,2013,32953,4,1,0,18.6,1197.0,85.8,5.0,4.65
1112,10,2014,18000,4,1,0,21.1,814.0,55.2,5.0,2.5
1113,18,2018,20446,4,0,0,12.6,1950.0,191.34,5.0,51.35
1114,10,2016,33016,1,1,0,22.54,1396.0,88.73,5.0,6.85
1115,27,2012,48000,1,1,0,23.59,1364.0,67.05,5.0,5.25
1116,27,2014,72022,1,1,0,21.43,1364.0,87.2,5.0,9.23
1117,19,2014,34000,1,0,0,20.7,1496.0,113.98,5.0,22.0
1118,28,2014,69000,1,1,0,20.14,1498.0,88.8,5.0,5.19
1119,24,2009,108000,4,0,0,13.7,1798.0,157.75,5.0,4.35
1120,18,2013,34700,1,0,0,10.0,2148.0,170.0,5.0,24.5
1121,17,2015,79000,1,1,0,17.8,1248.0,75.0,5.0,5.75
1122,9,2016,58197,4,0,0,18.0,1497.0,117.3,5.0,9.19
1123,2,2008,66000,4,0,2,8.45,2979.0,321.0,5.0,10.75
1124,10,2009,60000,4,0,0,19.2,1197.0,80.0,5.0,2.99
1125,17,2014,57000,1,1,0,26.59,1248.0,74.0,5.0,3.89
1126,9,2018,45555,1,1,0,26.0,1498.0,98.6,5.0,11.73
1127,17,2016,55137,4,1,0,14.0,796.0,35.0,5.0,3.11
1128,24,2014,93325,1,1,2,17.2,1968.0,138.1,5.0,14.45
1129,17,2018,38000,1,1,0,24.52,1248.0,88.5,7.0,8.7
1130,10,2016,57738,1,1,0,24.0,1120.0,70.0,5.0,5.04
1131,17,2017,38282,1,1,0,28.09,1248.0,88.5,5.0,8.5
1132,18,2014,64000,1,0,0,19.27,2143.0,170.0,5.0,15.65
1133,6,2015,32000,1,1,0,20.5,1248.0,91.72,5.0,5.65
1134,18,2010,83000,4,0,0,10.93,2497.0,204.0,5.0,16.5
1135,17,2011,76000,0,1,0,26.3,998.0,67.1,5.0,2.0
1136,28,2012,67200,4,1,0,15.04,1598.0,103.6,5.0,3.9
1137,2,2013,62655,1,0,0,18.88,1995.0,184.0,5.0,14.5
1138,2,2015,16900,1,0,0,14.69,2993.0,258.0,5.0,44.0
1139,10,2017,8471,4,1,0,18.9,1197.0,81.86,5.0,5.0
1140,27,2016,69000,1,0,0,11.36,2755.0,171.5,7.0,19.75
1141,23,2017,30090,1,0,0,19.6,1461.0,108.45,5.0,11.44
1142,26,2011,120000,1,1,0,18.0,1248.0,75.0,5.0,1.75
1143,17,2013,23000,1,1,0,17.8,1248.0,17.0,5.0,5.6
1144,18,2016,35939,4,1,0,12.3,1796.0,185.0,5.0,30.42
1145,16,2013,116694,1,1,0,15.1,2179.0,140.0,7.0,9.57
1146,16,2016,40448,1,1,0,15.96,2523.0,62.1,7.0,3.5
1147,17,2018,64456,1,1,0,24.3,1248.0,88.5,5.0,10.46
1148,6,2014,52782,1,1,0,20.5,1248.0,91.72,5.0,4.85
1149,9,2016,51672,4,1,0,19.5,1199.0,88.76,5.0,5.68
1150,24,2015,56073,4,0,0,13.7,1798.0,157.75,5.0,13.25
1151,12,2011,65000,1,0,0,14.74,2993.0,270.9,5.0,16.0
1152,17,2013,79000,4,1,0,18.9,998.0,67.1,5.0,3.0
1153,10,2007,43206,4,1,0,17.0,1086.0,17.0,5.0,0.99
1154,27,2010,70200,4,0,0,14.53,1798.0,138.1,5.0,5.0
1155,17,2016,42000,4,1,0,16.1,1197.0,85.0,5.0,4.75
1156,28,2014,62000,4,1,0,16.47,1198.0,74.0,5.0,5.35
1157,10,2017,20000,4,1,0,18.9,1197.0,81.86,5.0,5.98
1158,17,2011,80000,1,1,3,21.5,1248.0,88.8,5.0,3.5
1159,10,2018,50234,4,1,0,18.9,1197.0,81.86,5.0,4.77
1160,17,2016,50003,4,1,0,21.4,1197.0,83.1,5.0,5.45
1161,26,2018,1000,4,0,0,20.3,1199.0,84.0,5.0,6.85
1162,17,2016,54897,1,0,0,26.59,1248.0,74.0,5.0,7.3
1163,26,2007,108995,4,1,0,15.3,1193.0,65.3,5.0,1.25
1164,17,2015,73000,1,1,0,22.7,1598.0,118.0,5.0,8.25
1165,17,2008,65000,4,1,0,16.1,1298.0,88.2,5.0,2.71
1166,10,2016,32000,4,1,0,19.1,1197.0,82.0,5.0,3.6
1167,10,2010,65000,4,1,0,18.5,1197.0,80.0,5.0,3.0
1168,17,2016,21600,4,0,0,23.1,998.0,67.04,5.0,4.65
1169,18,2010,39000,1,0,0,14.84,2143.0,170.0,5.0,9.5
1170,17,2011,58075,4,1,0,17.5,1298.0,85.8,5.0,2.95
1171,28,2011,58000,4,1,0,15.04,1598.0,103.6,5.0,3.0
1172,17,2015,58000,1,1,0,25.2,1248.0,74.0,5.0,5.95
1173,27,2008,89000,4,0,0,14.53,1798.0,138.1,5.0,4.0
1174,9,2008,72000,4,1,0,13.5,1799.0,130.0,5.0,2.5
1175,8,2017,1800,4,0,0,16.05,1499.0,110.4,5.0,11.37
1176,6,2010,172050,1,1,2,19.0,1248.0,93.0,5.0,2.25
1177,10,2013,46230,4,1,0,19.81,1086.0,68.05,5.0,3.1
1178,29,2014,86925,1,0,0,11.2,2400.0,215.0,5.0,17.18
1179,10,2018,5000,4,1,0,18.6,1197.0,81.83,5.0,6.5
1180,9,2014,66000,1,1,0,26.0,1498.0,98.6,5.0,5.7
1181,27,2013,119000,1,1,0,12.99,2494.0,100.0,8.0,8.0
1182,23,2016,45000,4,1,0,25.17,799.0,53.3,5.0,2.6
1183,17,2009,66149,4,1,0,19.0,998.0,66.1,5.0,2.45
1184,18,2014,42070,4,0,0,14.8,1595.0,120.7,5.0,11.57
1185,17,2012,35503,4,1,0,18.9,998.0,67.1,5.0,2.3
1186,17,2016,41460,1,1,0,25.2,1248.0,74.0,5.0,5.9
1187,10,2015,40600,4,0,0,17.0,1591.0,121.3,5.0,7.2
1188,10,2013,87000,1,0,0,22.0,1582.0,126.2,5.0,5.9
1189,9,2014,30000,4,1,2,16.8,1497.0,116.3,5.0,6.0
1190,10,2010,27089,4,1,0,16.0,1086.0,66.7,5.0,1.95
1191,27,2016,53702,1,1,0,23.59,1364.0,67.04,5.0,6.55
1192,29,2015,51000,1,0,0,27.03,1969.0,190.0,5.0,25.0
1193,8,2012,36542,1,1,0,20.0,1399.0,68.05,5.0,2.65
1194,18,2017,15000,1,0,0,13.0,2987.0,265.0,5.0,69.5
1195,2,2012,65000,1,0,0,22.69,1995.0,190.0,5.0,14.0
1196,17,2014,32000,4,1,2,22.74,796.0,47.3,5.0,2.1
1197,27,2017,24393,1,1,0,13.68,2393.0,147.8,7.0,20.4
1198,28,2019,1000,4,1,0,18.78,999.0,75.0,5.0,5.68
1199,21,2014,28238,4,1,0,13.24,1598.0,102.5,5.0,5.55
1200,20,2013,59000,1,1,0,13.5,2477.0,175.56,7.0,12.75
1201,9,2012,92000,4,1,2,14.8,1799.0,130.2,5.0,3.35
1202,17,2013,56840,4,1,0,22.74,796.0,47.3,5.0,1.55
1203,28,2013,62746,1,1,2,20.54,1598.0,103.6,5.0,5.9
1204,15,2012,96000,1,0,0,12.35,2179.0,187.74,5.0,18.98
1205,9,2014,24000,4,1,0,13.7,1997.0,153.86,5.0,11.51
1206,17,2016,54000,1,1,0,20.77,1248.0,88.76,7.0,7.75
1207,27,2016,90000,1,1,0,12.99,2494.0,100.6,7.0,13.9
1208,26,2010,40000,4,1,0,15.0,1368.0,90.0,5.0,1.35
1209,1,2015,65938,1,0,2,12.07,2967.0,241.4,7.0,38.0
1210,10,2017,16100,4,0,0,17.1,1591.0,121.4,5.0,11.6
1211,28,2017,3600,1,0,0,21.5,1498.0,108.5,5.0,12.25
1212,9,2011,52000,4,1,0,17.0,1497.0,118.0,5.0,3.8
1213,8,2014,54000,1,1,0,20.0,1399.0,68.05,5.0,3.25
1214,9,2016,15399,4,1,0,18.7,1199.0,88.7,5.0,6.4
1215,28,2012,75000,4,1,2,16.47,1198.0,73.9,5.0,3.95
1216,9,2010,76752,4,1,0,17.4,1497.0,117.3,5.0,3.57
1217,9,2005,56000,4,1,2,17.7,1497.0,78.0,5.0,1.25
1218,17,2015,70000,0,1,0,26.2,998.0,58.2,5.0,3.65
1219,9,2013,46125,4,0,2,12.0,2354.0,187.4,5.0,12.5
1220,2,2014,35000,1,0,2,18.12,1995.0,190.0,5.0,23.0
1221,0,2003,80000,1,1,3,12.8,1489.0,35.5,5.0,1.35
1222,16,2012,62729,1,1,0,12.05,2179.0,120.0,8.0,6.32
1223,28,2012,34000,1,1,0,20.54,1598.0,103.6,5.0,3.4
1224,17,1999,70000,4,1,2,17.3,993.0,60.0,5.0,0.77
1225,17,2009,32000,4,1,0,16.1,796.0,37.0,4.0,0.9
1226,27,2017,21000,4,0,0,14.28,1798.0,138.03,5.0,18.0
1227,2,2013,49000,4,0,0,14.59,1997.0,245.0,5.0,19.0
1228,8,2007,40000,4,1,3,13.8,1299.0,70.0,5.0,1.1
1229,4,2012,78000,4,1,2,18.6,1199.0,79.4,5.0,2.0
1230,27,2012,52000,1,1,0,21.43,1364.0,86.79,5.0,6.5
1231,16,2014,65213,1,1,0,16.0,2179.0,140.0,7.0,9.45
1232,10,2016,170000,1,1,0,24.4,1120.0,71.0,5.0,4.0
1233,18,2017,36884,1,0,0,13.0,2143.0,204.0,5.0,32.25
1234,10,2009,62500,4,1,0,20.36,1197.0,78.9,5.0,2.1
1235,27,2015,68000,4,0,2,14.28,1798.0,138.03,5.0,9.75
1236,27,2014,40748,4,1,0,14.53,1798.0,138.0,5.0,6.3
1237,1,2013,60000,1,0,0,17.32,1968.0,184.0,5.0,21.0
1238,10,2014,12400,1,1,0,21.9,1396.0,88.8,5.0,4.65
1239,18,2013,87000,1,0,2,19.27,2143.0,167.62,5.0,17.0
1240,17,2013,20248,1,1,0,21.1,1248.0,73.9,5.0,4.35
1241,10,2017,52383,1,1,0,19.67,1582.0,126.2,5.0,14.82
1242,12,2018,1000,1,0,0,13.6,1999.0,177.0,5.0,40.0
1243,16,2016,85000,1,1,0,14.95,2489.0,93.7,7.0,6.15
1244,27,2014,47000,1,1,0,12.99,2494.0,100.6,7.0,11.25
1245,27,2018,17585,4,0,0,19.16,2494.0,157.7,5.0,32.0
1246,1,2018,32496,1,0,0,13.22,2967.0,241.4,5.0,45.62
1247,17,2017,34613,1,1,0,28.4,1248.0,74.0,5.0,6.24
1248,17,2015,153000,1,1,0,20.77,1248.0,88.76,7.0,4.8
1249,17,2014,54000,4,1,2,16.1,1197.0,85.0,5.0,4.5
1250,10,2015,16900,4,1,0,20.36,1197.0,78.9,5.0,3.87
1251,10,2013,62334,4,1,0,20.36,1197.0,78.9,5.0,2.75
1252,17,2018,23714,4,1,0,21.4,1197.0,83.1,5.0,6.57
1253,10,2010,52325,4,1,0,16.36,1495.0,93.7,5.0,2.0
1254,9,2012,50000,4,1,0,19.4,1198.0,86.8,5.0,3.65
1255,17,2016,55746,1,1,0,22.9,1248.0,74.0,5.0,6.95
1256,10,2014,54000,4,1,0,20.14,1197.0,81.86,5.0,5.5
1257,16,2013,43000,1,1,0,16.0,2179.0,140.0,7.0,7.0
1258,18,2014,40000,1,0,0,13.0,2143.0,201.1,5.0,24.0
1259,15,2010,125000,1,0,2,17.0,2179.0,115.0,5.0,11.0
1260,18,2016,51944,1,0,0,19.27,2143.0,170.0,5.0,32.5
1261,10,2015,46950,1,1,0,21.27,1396.0,88.76,5.0,6.45
1262,24,2015,23000,1,0,0,19.3,1968.0,141.0,5.0,15.75
1263,9,2014,54546,4,1,0,17.0,1497.0,118.0,5.0,5.5
1264,27,2015,51535,1,0,0,12.55,2982.0,168.5,7.0,19.03
1265,1,2013,45000,1,0,0,17.32,1968.0,184.0,5.0,15.25
1266,17,2012,46004,4,1,0,20.92,998.0,67.1,5.0,2.4
1267,26,2011,124000,1,1,0,23.03,1396.0,69.0,5.0,2.3
1268,1,2014,77395,1,0,0,17.11,1968.0,174.33,5.0,14.35
1269,17,2018,10600,0,1,0,33.44,796.0,40.3,4.0,3.5
1270,9,2018,22974,4,0,0,18.0,1497.0,117.3,5.0,11.97
1271,10,2009,89000,4,1,2,17.0,999.0,17.0,5.0,1.6
1272,27,2015,65012,1,1,0,14.24,2755.0,174.5,7.0,18.9
1273,10,2017,17125,4,1,0,18.9,1197.0,82.0,5.0,5.4
1274,17,2015,90413,4,1,0,15.1,1196.0,73.0,7.0,2.95
1275,28,2013,37000,4,1,0,16.47,1198.0,73.9,5.0,5.1
1276,17,2006,65000,4,1,0,18.9,1061.0,67.0,5.0,1.5
1277,9,2011,66000,4,1,0,17.0,1497.0,118.0,5.0,4.9
1278,9,2010,86000,4,1,0,14.8,1799.0,130.2,5.0,2.9
1279,9,2005,98437,4,1,0,13.0,1493.0,100.0,5.0,1.15
1280,10,2010,18000,4,1,0,18.5,1197.0,80.0,5.0,2.3
1281,10,2018,35070,1,1,0,24.0,1120.0,70.0,5.0,5.99
1282,28,2011,42000,4,0,3,14.4,1598.0,103.6,5.0,3.4
1283,10,2009,40000,4,1,0,20.36,1197.0,78.9,5.0,1.7
1284,10,2009,43000,4,1,0,17.0,1197.0,80.0,5.0,1.99
1285,4,2012,65000,4,1,0,18.6,1199.0,79.4,5.0,2.5
1286,28,2013,74000,1,1,0,22.07,1199.0,73.9,5.0,4.85
1287,8,2010,51192,4,1,0,15.6,1196.0,70.0,5.0,2.65
1288,1,2014,14262,4,0,0,9.9,1984.0,207.8,2.0,27.35
1289,9,2015,66339,1,1,2,25.1,1498.0,98.6,5.0,6.9
1290,8,2013,90200,1,1,0,20.0,1399.0,68.05,5.0,3.5
1291,27,2015,57854,1,1,0,12.99,2494.0,100.6,7.0,12.5
1292,17,2017,32000,4,0,0,19.12,1373.0,91.1,5.0,9.2
1293,10,2015,29631,4,0,0,18.9,1197.0,82.0,5.0,4.9
1294,9,2009,55005,4,1,0,12.8,17.0,17.0,5.0,3.2
1295,8,2014,54173,4,1,0,18.88,999.0,123.24,5.0,5.55
1296,24,2014,50000,4,0,0,14.7,1798.0,177.6,5.0,13.5
1297,6,2010,145000,1,1,0,20.4,1248.0,91.7,5.0,2.6
1298,17,2015,78000,4,1,0,16.1,1298.0,88.2,5.0,4.5
1299,15,2013,65000,1,0,2,11.8,2993.0,180.0,7.0,34.0
1300,27,2012,120000,1,1,0,12.8,2494.0,102.0,7.0,12.0
1301,17,2015,14000,1,1,0,28.4,1248.0,74.0,5.0,5.25
1302,1,2014,57456,1,0,0,17.68,1968.0,174.33,5.0,21.56
1303,2,2012,44450,1,0,0,22.48,1995.0,190.0,5.0,24.68
1304,10,2013,63777,4,1,0,18.5,1197.0,82.9,5.0,3.67
1305,2,2016,31000,1,0,0,17.05,1995.0,190.0,5.0,29.5
1306,27,2012,60000,4,1,0,17.6,1496.0,88.73,5.0,3.1
1307,26,2015,78008,1,1,0,17.0,1405.0,70.0,5.0,2.9
1308,18,2014,33000,1,0,2,17.0,2987.0,165.0,5.0,43.0
1309,28,2009,27078,4,0,0,10.98,1984.0,114.4,4.0,15.95
1310,28,2011,57275,1,1,0,19.7,1598.0,103.6,5.0,4.5
1311,10,2014,45000,1,1,0,24.0,1120.0,70.0,5.0,3.49
1312,17,2014,57319,1,1,0,25.2,1248.0,74.0,5.0,4.25
1313,10,2008,121097,1,1,2,24.0,1396.0,88.76,5.0,1.9
1314,2,2011,89000,1,0,0,16.73,1995.0,218.0,5.0,16.57
1315,9,2012,72000,4,1,0,17.0,1497.0,118.0,5.0,5.75
1316,1,2013,36000,1,0,2,16.55,1968.0,147.51,5.0,14.0
1317,6,2013,86000,1,1,2,19.5,1248.0,75.0,5.0,2.5
1318,9,2002,85000,4,1,0,13.0,1343.0,90.0,5.0,1.2
1319,6,2005,120000,4,1,2,15.5,1242.0,17.0,5.0,0.85
1320,2,2013,37613,1,0,0,22.69,1995.0,190.0,5.0,13.95
1321,8,2007,100000,4,1,0,16.6,1388.0,68.0,5.0,1.6
1322,26,2016,5240,4,0,0,21.9,624.0,37.48,4.0,3.6
1323,17,2018,20000,0,1,0,15.1,1196.0,73.0,5.0,4.5
1324,17,2019,16862,4,1,0,20.89,1197.0,81.8,5.0,6.06
1325,17,2013,59254,4,1,2,17.5,1298.0,85.8,5.0,5.29
1326,8,2014,60000,1,1,0,22.7,1498.0,89.84,5.0,5.75
1327,17,2015,50295,4,1,0,16.1,17.0,17.0,5.0,5.8
1328,17,2014,47674,4,1,0,19.1,1197.0,85.8,5.0,5.72
1329,10,2014,61517,4,0,0,16.95,1197.0,78.9,5.0,4.39
1330,16,2016,62946,1,1,0,15.1,2179.0,140.0,7.0,11.05
1331,10,2015,66823,1,1,2,22.54,1396.0,88.73,5.0,4.83
1332,17,2013,79494,0,1,0,33.54,998.0,67.04,5.0,2.96
1333,10,2012,107000,1,1,2,21.27,1396.0,88.76,5.0,4.5
1334,2,2011,55000,1,0,2,16.46,2993.0,258.0,5.0,19.5
1335,24,2017,24000,4,0,0,14.3,1598.0,103.52,5.0,8.75
1336,1,2016,20002,1,0,0,14.75,2967.0,245.0,7.0,67.0
1337,9,2016,54317,4,1,0,17.4,1497.0,117.3,5.0,8.4
1338,10,2016,10200,4,1,0,19.1,1197.0,82.0,5.0,4.99
1339,9,2016,24337,1,1,0,26.0,1498.0,98.6,5.0,8.18
1340,9,2012,79000,4,1,0,18.4,1198.0,86.8,5.0,2.9
1341,17,2015,40500,1,1,0,28.09,1248.0,88.5,5.0,7.1
1342,17,2016,23000,1,1,0,26.59,1248.0,74.0,5.0,7.05
1343,9,2015,63050,4,0,0,11.1,2354.0,158.8,5.0,17.5
1344,27,2008,78000,4,0,2,14.53,1794.0,138.1,5.0,3.41
1345,17,2005,70000,4,1,0,17.0,1590.0,17.0,5.0,1.3
1346,9,2012,66245,4,1,0,17.0,1497.0,118.0,5.0,5.68
1347,16,2007,74112,1,1,0,12.05,2179.0,120.0,9.0,4.1
1348,24,2011,87670,4,1,0,13.4,1798.0,157.8,5.0,4.0
1349,2,2015,10000,1,0,0,18.88,1995.0,184.0,5.0,30.0
1350,17,2007,62493,4,1,0,15.0,1586.0,104.68,5.0,1.8
1351,17,2015,44620,4,1,0,20.73,1373.0,91.1,5.0,6.93
1352,15,2012,66538,1,0,0,10.2,4367.0,308.0,7.0,70.0
1353,27,2013,60000,1,1,0,12.99,2494.0,100.0,7.0,7.9
1354,10,2011,20842,4,1,0,17.0,1086.0,62.0,5.0,2.78
1355,10,2014,110000,1,0,0,13.01,2199.0,194.3,7.0,14.4
1356,18,2011,45000,4,0,2,11.74,1796.0,186.0,5.0,13.5
1357,17,2014,40000,0,1,2,26.6,998.0,58.16,5.0,3.15
1358,17,2012,49008,4,1,0,19.7,796.0,46.3,5.0,2.88
1359,17,2016,31000,4,1,0,24.7,796.0,47.3,5.0,2.15
1360,21,2013,8000,4,1,0,16.95,1498.0,97.7,5.0,3.75
1361,17,2019,171,4,1,0,24.7,796.0,47.3,5.0,3.6
1362,17,2018,2100,4,1,0,24.07,998.0,67.1,5.0,3.6
1363,10,2018,20667,4,0,0,18.9,1197.0,81.86,5.0,7.55
1364,9,2015,50000,1,1,0,24.2,1498.0,98.6,7.0,4.7
1365,26,2010,100030,1,1,2,18.8,1248.0,90.0,5.0,1.6
1366,4,2011,75372,1,1,0,16.52,1991.0,123.7,5.0,3.34
1367,9,2016,60475,4,0,0,18.0,1497.0,117.3,5.0,9.1
1368,10,2019,18453,4,1,0,18.9,1197.0,81.86,5.0,6.17
1369,10,2008,96578,1,1,0,22.0,1582.0,126.2,5.0,2.5
1370,21,2016,31001,4,1,0,18.44,1198.0,75.0,5.0,3.0
1371,10,2012,65900,1,1,0,22.32,1582.0,126.32,5.0,5.75
1372,10,2017,26246,4,1,0,15.29,1591.0,121.3,5.0,10.75
1373,17,2013,62700,4,1,2,20.51,998.0,67.04,5.0,2.85
1374,9,2008,90000,4,0,0,10.2,2354.0,180.0,5.0,6.5
1375,9,2016,36000,4,0,0,16.8,1497.0,118.0,5.0,9.45
1376,17,2016,46000,1,1,0,27.39,1248.0,74.0,5.0,6.75
1377,9,2017,73003,1,1,0,26.0,1498.0,98.6,5.0,7.75
1378,10,2014,46566,1,1,0,22.54,1396.0,88.76,5.0,4.4
1379,18,2015,41493,1,0,0,13.0,2987.0,265.0,5.0,42.0
1380,21,2014,103788,1,1,0,19.01,1461.0,108.5,5.0,5.67
1381,23,2016,45000,1,0,0,19.6,1461.0,108.45,5.0,11.5
1382,17,2009,120000,4,1,0,18.9,998.0,67.1,5.0,1.69
1383,10,2009,97359,1,1,2,17.1,1493.0,110.0,5.0,1.8
1384,17,2016,62000,4,1,0,18.5,1197.0,85.8,5.0,3.2
1385,9,2004,115000,4,1,2,17.0,17.0,17.0,5.0,1.5
1386,2,2019,18373,1,0,0,22.48,1995.0,187.74,5.0,45.86
1387,28,2016,60453,4,1,0,16.47,1198.0,74.0,5.0,5.1
1388,17,2013,37000,1,1,0,17.8,1248.0,17.0,5.0,4.85
1389,8,2010,69009,4,1,2,15.6,1196.0,70.0,5.0,2.4
1390,2,2013,30000,1,0,0,18.88,1995.0,184.0,5.0,22.0
1391,10,2012,70707,1,1,0,22.32,1582.0,126.32,5.0,4.28
1392,23,2015,64677,1,1,0,20.45,1461.0,83.8,5.0,5.67
